"plot","year","woody","native","hfi","un50","ov50","x","y","terrace","dem.altitude","fenced","oversown"
"HG-1-Un",2016,"Herbaceous","Native",60,60,0,1592955.82945537,5337475.97327671,"Terrace",998,"unfenced","natural"
"HG-1-Un",2016,"Woody","Native",25,25,0,1592955.82945537,5337475.97327671,"Terrace",998,"unfenced","natural"
"HG-1-Un",2016,"Herbaceous","Exotic",37,37,0,1592955.82945537,5337475.97327671,"Terrace",998,"unfenced","natural"
"HG-1-Un",2008,"Woody","Native",19,19,0,1592955.82945537,5337475.97327671,"Terrace",998,"unfenced","natural"
"HG-1-Un",2008,"Herbaceous","Native",64,63,1,1592955.82945537,5337475.97327671,"Terrace",998,"unfenced","natural"
"HG-2-Fe",2008,"Herbaceous","Exotic",54,54,0,1592947.8487335,5337601.93128785,"Terrace",1001,"fenced","natural"
"HG-2-Fe",2008,"Herbaceous","Native",118,107,11,1592947.8487335,5337601.93128785,"Terrace",1001,"fenced","natural"
"HG-2-Fe",2016,"Woody","Native",30,30,0,1592947.8487335,5337601.93128785,"Terrace",1001,"fenced","natural"
"HG-2-Fe",2016,"Herbaceous","Exotic",54,54,0,1592947.8487335,5337601.93128785,"Terrace",1001,"fenced","natural"
"HG-2-Fe",2008,"Woody","Native",38,38,0,1592947.8487335,5337601.93128785,"Terrace",1001,"fenced","natural"
"HG-2-Fe",2016,"Herbaceous","Native",125,121,4,1592947.8487335,5337601.93128785,"Terrace",1001,"fenced","natural"
"HG-2-Un",2016,"Herbaceous","Exotic",74,74,0,1592882.87106771,5337602.93948114,"Terrace",997,"unfenced","natural"
"HG-2-Un",2016,"Woody","Native",61,61,0,1592882.87106771,5337602.93948114,"Terrace",997,"unfenced","natural"
"HG-2-Un",2008,"Herbaceous","Native",138,133,5,1592882.87106771,5337602.93948114,"Terrace",997,"unfenced","natural"
"HG-2-Un",2008,"Herbaceous","Exotic",77,77,0,1592882.87106771,5337602.93948114,"Terrace",997,"unfenced","natural"
"HG-2-Un",2008,"Woody","Native",33,33,0,1592882.87106771,5337602.93948114,"Terrace",997,"unfenced","natural"
"HG-2-Un",2016,"Herbaceous","Native",166,165,1,1592882.87106771,5337602.93948114,"Terrace",997,"unfenced","natural"
"HG-3-Fe",2008,"Herbaceous","Native",50,50,0,1593123.72820455,5337142.06529399,"Terrace",994,"fenced","natural"
"HG-3-Fe",2008,"Herbaceous","Exotic",43,43,0,1593123.72820455,5337142.06529399,"Terrace",994,"fenced","natural"
"HG-3-Fe",2008,"Woody","Native",32,32,0,1593123.72820455,5337142.06529399,"Terrace",994,"fenced","natural"
"HG-3-Fe",2016,"Herbaceous","Native",64,64,0,1593123.72820455,5337142.06529399,"Terrace",994,"fenced","natural"
"HG-3-Fe",2016,"Woody","Native",44,44,0,1593123.72820455,5337142.06529399,"Terrace",994,"fenced","natural"
"HG-3-Fe",2016,"Herbaceous","Exotic",45,45,0,1593123.72820455,5337142.06529399,"Terrace",994,"fenced","natural"
"HG-3-Un",2008,"Woody","Native",28,28,0,1593118.72649673,5337116.07483118,"Terrace",993,"unfenced","natural"
"HG-3-Un",2016,"Herbaceous","Exotic",45,45,0,1593118.72649673,5337116.07483118,"Terrace",993,"unfenced","natural"
"HG-3-Un",2016,"Herbaceous","Native",42,42,0,1593118.72649673,5337116.07483118,"Terrace",993,"unfenced","natural"
"HG-3-Un",2016,"Woody","Native",47,47,0,1593118.72649673,5337116.07483118,"Terrace",993,"unfenced","natural"
"HG-3-Un",2008,"Herbaceous","Native",49,49,0,1593118.72649673,5337116.07483118,"Terrace",993,"unfenced","natural"
"HG-3-Un",2008,"Herbaceous","Exotic",37,37,0,1593118.72649673,5337116.07483118,"Terrace",993,"unfenced","natural"
"I1",2016,"Herbaceous","Native",19,19,0,1604812.16790195,5325292.56202347,"Slope",1046,"unfenced","oversown"
"I1",2016,"Woody","Exotic",68,46,22,1604812.16790195,5325292.56202347,"Slope",1046,"unfenced","oversown"
"I1",2016,"Herbaceous","Exotic",101,101,0,1604812.16790195,5325292.56202347,"Slope",1046,"unfenced","oversown"
"I1",2007,"Woody","Exotic",43,25,18,1604812.16790195,5325292.56202347,"Slope",1046,"unfenced","oversown"
"I1",2007,"Herbaceous","Native",14,14,0,1604812.16790195,5325292.56202347,"Slope",1046,"unfenced","oversown"
"I1",2007,"Herbaceous","Exotic",133,133,0,1604812.16790195,5325292.56202347,"Slope",1046,"unfenced","oversown"
"I2",2016,"Herbaceous","Exotic",340,329,11,1604888.16628535,5325474.48967816,"Slope",1022,"unfenced","oversown"
"I2",2016,"Herbaceous","Native",102,102,0,1604888.16628535,5325474.48967816,"Slope",1022,"unfenced","oversown"
"I2",2007,"Herbaceous","Exotic",210,209,1,1604888.16628535,5325474.48967816,"Slope",1022,"unfenced","oversown"
"I2",2007,"Woody","Exotic",32,10,22,1604888.16628535,5325474.48967816,"Slope",1022,"unfenced","oversown"
"I2",2016,"Woody","Native",5,5,0,1604888.16628535,5325474.48967816,"Slope",1022,"unfenced","oversown"
"I2",2007,"Herbaceous","Native",19,19,0,1604888.16628535,5325474.48967816,"Slope",1022,"unfenced","oversown"
"I2",2016,"Woody","Exotic",71,19,52,1604888.16628535,5325474.48967816,"Slope",1022,"unfenced","oversown"
"I3",2016,"Herbaceous","Exotic",46,46,0,1604957.16398707,5325633.42613354,"Slope",1020,"unfenced","oversown"
"I3",2016,"Woody","Native",2,2,0,1604957.16398707,5325633.42613354,"Slope",1020,"unfenced","oversown"
"I3",2007,"Woody","Native",4,4,0,1604957.16398707,5325633.42613354,"Slope",1020,"unfenced","oversown"
"I3",2016,"Herbaceous","Native",25,25,0,1604957.16398707,5325633.42613354,"Slope",1020,"unfenced","oversown"
"I3",2007,"Herbaceous","Native",11,11,0,1604957.16398707,5325633.42613354,"Slope",1020,"unfenced","oversown"
"I3",2007,"Herbaceous","Exotic",46,46,0,1604957.16398707,5325633.42613354,"Slope",1020,"unfenced","oversown"
"I3",2016,"Woody","Exotic",4,4,0,1604957.16398707,5325633.42613354,"Slope",1020,"unfenced","oversown"
"I4",2007,"Woody","Exotic",2,2,0,1605026.16396683,5325809.35678904,"Terrace",1028,"unfenced","oversown"
"I4",2016,"Herbaceous","Exotic",49,49,0,1605026.16396683,5325809.35678904,"Terrace",1028,"unfenced","oversown"
"I4",2007,"Herbaceous","Exotic",45,45,0,1605026.16396683,5325809.35678904,"Terrace",1028,"unfenced","oversown"
"I4",2016,"Herbaceous","Native",21,21,0,1605026.16396683,5325809.35678904,"Terrace",1028,"unfenced","oversown"
"I4",2016,"Woody","Exotic",9,9,0,1605026.16396683,5325809.35678904,"Terrace",1028,"unfenced","oversown"
"I4",2007,"Woody","Native",29,29,0,1605026.16396683,5325809.35678904,"Terrace",1028,"unfenced","oversown"
"I4",2016,"Woody","Native",42,42,0,1605026.16396683,5325809.35678904,"Terrace",1028,"unfenced","oversown"
"I4",2007,"Herbaceous","Native",4,4,0,1605026.16396683,5325809.35678904,"Terrace",1028,"unfenced","oversown"
"J1",2007,"Woody","Exotic",5,5,0,1613509.18335922,5332543.92403987,"Terrace",1250,"unfenced","oversown"
"J1",2007,"Herbaceous","Exotic",113,113,0,1613509.18335922,5332543.92403987,"Terrace",1250,"unfenced","oversown"
"J1",2016,"Herbaceous","Exotic",131,131,0,1613509.18335922,5332543.92403987,"Terrace",1250,"unfenced","oversown"
"J1",2016,"Herbaceous","Native",45,45,0,1613509.18335922,5332543.92403987,"Terrace",1250,"unfenced","oversown"
"J1",2007,"Herbaceous","Native",30,30,0,1613509.18335922,5332543.92403987,"Terrace",1250,"unfenced","oversown"
"J1",2007,"Woody","Native",15,15,0,1613509.18335922,5332543.92403987,"Terrace",1250,"unfenced","oversown"
"J1",2016,"Woody","Native",36,36,0,1613509.18335922,5332543.92403987,"Terrace",1250,"unfenced","oversown"
"J2",2016,"Herbaceous","Exotic",207,207,0,1613585.18206324,5332724.85251089,"Terrace",1204,"unfenced","oversown"
"J2",2007,"Woody","Exotic",1,0,1,1613585.18206324,5332724.85251089,"Terrace",1204,"unfenced","oversown"
"J2",2016,"Woody","Exotic",6,3,3,1613585.18206324,5332724.85251089,"Terrace",1204,"unfenced","oversown"
"J2",2007,"Herbaceous","Exotic",377,377,0,1613585.18206324,5332724.85251089,"Terrace",1204,"unfenced","oversown"
"J2",2007,"Woody","Native",8,8,0,1613585.18206324,5332724.85251089,"Terrace",1204,"unfenced","oversown"
"J2",2007,"Herbaceous","Native",33,33,0,1613585.18206324,5332724.85251089,"Terrace",1204,"unfenced","oversown"
"J2",2016,"Herbaceous","Native",55,55,0,1613585.18206324,5332724.85251089,"Terrace",1204,"unfenced","oversown"
"J2",2016,"Woody","Native",10,10,0,1613585.18206324,5332724.85251089,"Terrace",1204,"unfenced","oversown"
"J3",2016,"Herbaceous","Exotic",60,60,0,1613652.18381469,5332905.78221038,"Slope",1204,"unfenced","oversown"
"J3",2007,"Herbaceous","Exotic",88,88,0,1613652.18381469,5332905.78221038,"Slope",1204,"unfenced","oversown"
"J3",2007,"Woody","Native",65,65,0,1613652.18381469,5332905.78221038,"Slope",1204,"unfenced","oversown"
"J3",2016,"Woody","Native",66,66,0,1613652.18381469,5332905.78221038,"Slope",1204,"unfenced","oversown"
"J3",2016,"Herbaceous","Native",151,151,0,1613652.18381469,5332905.78221038,"Slope",1204,"unfenced","oversown"
"J3",2007,"Herbaceous","Native",207,207,0,1613652.18381469,5332905.78221038,"Slope",1204,"unfenced","oversown"
"J4",2016,"Herbaceous","Native",169,169,0,1613718.1840161,5333072.7167953,"Terrace",1188,"unfenced","oversown"
"J4",2007,"Herbaceous","Exotic",100,100,0,1613718.1840161,5333072.7167953,"Terrace",1188,"unfenced","oversown"
"J4",2007,"Herbaceous","Native",209,206,3,1613718.1840161,5333072.7167953,"Terrace",1188,"unfenced","oversown"
"J4",2016,"Herbaceous","Exotic",122,122,0,1613718.1840161,5333072.7167953,"Terrace",1188,"unfenced","oversown"
"J4",2016,"Woody","Native",412,301,111,1613718.1840161,5333072.7167953,"Terrace",1188,"unfenced","oversown"
"J4",2007,"Woody","Native",289,189,100,1613718.1840161,5333072.7167953,"Terrace",1188,"unfenced","oversown"
"K1",2016,"Herbaceous","Exotic",24,24,0,1614731.35036615,5329455.80514152,"Slope",1246,"unfenced","oversown"
"K1",2016,"Herbaceous","Native",53,53,0,1614731.35036615,5329455.80514152,"Slope",1246,"unfenced","oversown"
"K1",2007,"Herbaceous","Native",88,88,0,1614731.35036615,5329455.80514152,"Slope",1246,"unfenced","oversown"
"K1",2007,"Woody","Native",18,18,0,1614731.35036615,5329455.80514152,"Slope",1246,"unfenced","oversown"
"K1",2007,"Herbaceous","Exotic",53,53,0,1614731.35036615,5329455.80514152,"Slope",1246,"unfenced","oversown"
"K1",2016,"Woody","Native",33,33,0,1614731.35036615,5329455.80514152,"Slope",1246,"unfenced","oversown"
"K2",2007,"Herbaceous","Native",13,13,0,1614801.3498767,5329626.73761673,"Slope",1221,"unfenced","oversown"
"K2",2016,"Herbaceous","Exotic",72,72,0,1614801.3498767,5329626.73761673,"Slope",1221,"unfenced","oversown"
"K2",2016,"Herbaceous","Native",43,43,0,1614801.3498767,5329626.73761673,"Slope",1221,"unfenced","oversown"
"K2",2016,"Woody","Native",3,3,0,1614801.3498767,5329626.73761673,"Slope",1221,"unfenced","oversown"
"K2",2007,"Woody","Native",1,1,0,1614801.3498767,5329626.73761673,"Slope",1221,"unfenced","oversown"
"K2",2007,"Herbaceous","Exotic",77,77,0,1614801.3498767,5329626.73761673,"Slope",1221,"unfenced","oversown"
"K3",2007,"Herbaceous","Native",17,17,0,1614881.34395961,5329782.67383135,"Slope",1191,"unfenced","oversown"
"K3",2016,"Herbaceous","Native",39,39,0,1614881.34395961,5329782.67383135,"Slope",1191,"unfenced","oversown"
"K3",2016,"Woody","Native",2,2,0,1614881.34395961,5329782.67383135,"Slope",1191,"unfenced","oversown"
"K3",2007,"Herbaceous","Exotic",88,88,0,1614881.34395961,5329782.67383135,"Slope",1191,"unfenced","oversown"
"K3",2016,"Herbaceous","Exotic",86,86,0,1614881.34395961,5329782.67383135,"Slope",1191,"unfenced","oversown"
"K4",2016,"Herbaceous","Native",24,24,0,1614965.33791479,5329947.60646143,"Slope",1124,"unfenced","oversown"
"K4",2007,"Herbaceous","Native",38,37,1,1614965.33791479,5329947.60646143,"Slope",1124,"unfenced","oversown"
"K4",2007,"Herbaceous","Exotic",467,452,15,1614965.33791479,5329947.60646143,"Slope",1124,"unfenced","oversown"
"K4",2007,"Woody","Exotic",4,0,4,1614965.33791479,5329947.60646143,"Slope",1124,"unfenced","oversown"
"K4",2016,"Herbaceous","Exotic",142,142,0,1614965.33791479,5329947.60646143,"Slope",1124,"unfenced","oversown"
"L1",2007,"Herbaceous","Exotic",244,244,0,1615698.28322432,5331371.0244546,"Terrace",1128,"unfenced","oversown"
"L1",2016,"Herbaceous","Exotic",207,207,0,1615698.28322432,5331371.0244546,"Terrace",1128,"unfenced","oversown"
"L1",2016,"Herbaceous","Native",33,33,0,1615698.28322432,5331371.0244546,"Terrace",1128,"unfenced","oversown"
"L1",2007,"Herbaceous","Native",59,59,0,1615698.28322432,5331371.0244546,"Terrace",1128,"unfenced","oversown"
"L2",2016,"Woody","Exotic",7,1,6,1615777.27891799,5331535.95788393,"Slope",1100,"unfenced","oversown"
"L2",2016,"Woody","Native",6,6,0,1615777.27891799,5331535.95788393,"Slope",1100,"unfenced","oversown"
"L2",2007,"Herbaceous","Native",31,31,0,1615777.27891799,5331535.95788393,"Slope",1100,"unfenced","oversown"
"L2",2016,"Herbaceous","Native",30,30,0,1615777.27891799,5331535.95788393,"Slope",1100,"unfenced","oversown"
"L2",2007,"Herbaceous","Exotic",471,458,13,1615777.27891799,5331535.95788393,"Slope",1100,"unfenced","oversown"
"L2",2007,"Woody","Exotic",9,5,4,1615777.27891799,5331535.95788393,"Slope",1100,"unfenced","oversown"
"L2",2016,"Herbaceous","Exotic",315,315,0,1615777.27891799,5331535.95788393,"Slope",1100,"unfenced","oversown"
"L2",2007,"Woody","Native",8,8,0,1615777.27891799,5331535.95788393,"Slope",1100,"unfenced","oversown"
"L3",2007,"Herbaceous","Exotic",160,160,0,1615849.2775269,5331704.89092413,"Slope",1125,"unfenced","oversown"
"L3",2016,"Herbaceous","Native",1,1,0,1615849.2775269,5331704.89092413,"Slope",1125,"unfenced","oversown"
"L3",2016,"Herbaceous","Exotic",172,172,0,1615849.2775269,5331704.89092413,"Slope",1125,"unfenced","oversown"
"L3",2016,"Woody","Native",2,2,0,1615849.2775269,5331704.89092413,"Slope",1125,"unfenced","oversown"
"L3",2007,"Herbaceous","Native",6,6,0,1615849.2775269,5331704.89092413,"Slope",1125,"unfenced","oversown"
"L4",2016,"Herbaceous","Exotic",216,216,0,1615914.28000034,5331884.82120834,"Slope",1125,"unfenced","oversown"
"L4",2007,"Herbaceous","Exotic",528,507,21,1615914.28000034,5331884.82120834,"Slope",1125,"unfenced","oversown"
"L4",2016,"Herbaceous","Native",10,10,0,1615914.28000034,5331884.82120834,"Slope",1125,"unfenced","oversown"
"L4",2007,"Woody","Exotic",14,5,9,1615914.28000034,5331884.82120834,"Slope",1125,"unfenced","oversown"
"L4",2007,"Herbaceous","Native",5,5,0,1615914.28000034,5331884.82120834,"Slope",1125,"unfenced","oversown"
"LD-1-Fe",2016,"Woody","Native",54,54,0,1586584.19940961,5308448.73659889,"Terrace",941,"fenced","natural"
"LD-1-Fe",2016,"Herbaceous","Native",69,69,0,1586584.19940961,5308448.73659889,"Terrace",941,"fenced","natural"
"LD-1-Fe",2008,"Woody","Native",47,47,0,1586584.19940961,5308448.73659889,"Terrace",941,"fenced","natural"
"LD-1-Fe",2008,"Herbaceous","Exotic",52,52,0,1586584.19940961,5308448.73659889,"Terrace",941,"fenced","natural"
"LD-1-Fe",2008,"Herbaceous","Native",76,76,0,1586584.19940961,5308448.73659889,"Terrace",941,"fenced","natural"
"LD-1-Fe",2016,"Herbaceous","Exotic",52,52,0,1586584.19940961,5308448.73659889,"Terrace",941,"fenced","natural"
"LD-1-Un",2016,"Herbaceous","Native",34,34,0,1586534.21009474,5308398.76015252,"Terrace",947,"unfenced","natural"
"LD-1-Un",2016,"Herbaceous","Exotic",46,46,0,1586534.21009474,5308398.76015252,"Terrace",947,"unfenced","natural"
"LD-1-Un",2008,"Herbaceous","Exotic",49,49,0,1586534.21009474,5308398.76015252,"Terrace",947,"unfenced","natural"
"LD-1-Un",2008,"Woody","Native",27,27,0,1586534.21009474,5308398.76015252,"Terrace",947,"unfenced","natural"
"LD-1-Un",2008,"Herbaceous","Native",29,29,0,1586534.21009474,5308398.76015252,"Terrace",947,"unfenced","natural"
"LD-1-Un",2016,"Woody","Native",47,47,0,1586534.21009474,5308398.76015252,"Terrace",947,"unfenced","natural"
"LD-2-Fe",2008,"Woody","Native",63,56,7,1586662.15610237,5308319.77073353,"Terrace",929,"fenced","natural"
"LD-2-Fe",2016,"Herbaceous","Native",145,145,0,1586662.15610237,5308319.77073353,"Terrace",929,"fenced","natural"
"LD-2-Fe",2008,"Herbaceous","Native",122,121,1,1586662.15610237,5308319.77073353,"Terrace",929,"fenced","natural"
"LD-2-Fe",2016,"Woody","Native",129,129,0,1586662.15610237,5308319.77073353,"Terrace",929,"fenced","natural"
"LD-2-Fe",2008,"Herbaceous","Exotic",84,84,0,1586662.15610237,5308319.77073353,"Terrace",929,"fenced","natural"
"LD-2-Fe",2016,"Herbaceous","Exotic",74,74,0,1586662.15610237,5308319.77073353,"Terrace",929,"fenced","natural"
"LD-2-Un",2016,"Woody","Native",64,61,3,1586611.16841977,5308279.79099199,"Terrace",933,"unfenced","natural"
"LD-2-Un",2008,"Woody","Native",54,54,0,1586611.16841977,5308279.79099199,"Terrace",933,"unfenced","natural"
"LD-2-Un",2008,"Herbaceous","Native",58,58,0,1586611.16841977,5308279.79099199,"Terrace",933,"unfenced","natural"
"LD-2-Un",2016,"Herbaceous","Exotic",77,77,0,1586611.16841977,5308279.79099199,"Terrace",933,"unfenced","natural"
"LD-2-Un",2016,"Herbaceous","Native",100,100,0,1586611.16841977,5308279.79099199,"Terrace",933,"unfenced","natural"
"LD-2-Un",2008,"Herbaceous","Exotic",46,46,0,1586611.16841977,5308279.79099199,"Terrace",933,"unfenced","natural"
"LD-3-Fe",2016,"Herbaceous","Native",143,133,10,1586887.06605258,5308218.77637469,"Terrace",897,"fenced","natural"
"LD-3-Fe",2008,"Herbaceous","Exotic",68,68,0,1586887.06605258,5308218.77637469,"Terrace",897,"fenced","natural"
"LD-3-Fe",2016,"Herbaceous","Exotic",153,153,0,1586887.06605258,5308218.77637469,"Terrace",897,"fenced","natural"
"LD-3-Fe",2016,"Woody","Native",40,40,0,1586887.06605258,5308218.77637469,"Terrace",897,"fenced","natural"
"LD-3-Fe",2008,"Woody","Native",42,42,0,1586887.06605258,5308218.77637469,"Terrace",897,"fenced","natural"
"LD-3-Fe",2008,"Herbaceous","Native",91,88,3,1586887.06605258,5308218.77637469,"Terrace",897,"fenced","natural"
"LD-3-Un",2008,"Woody","Native",10,10,0,1586889.05430401,5308132.80557399,"Terrace",896,"unfenced","natural"
"LD-3-Un",2016,"Herbaceous","Exotic",259,257,2,1586889.05430401,5308132.80557399,"Terrace",896,"unfenced","natural"
"LD-3-Un",2008,"Herbaceous","Exotic",160,160,0,1586889.05430401,5308132.80557399,"Terrace",896,"unfenced","natural"
"LD-3-Un",2016,"Herbaceous","Native",432,257,175,1586889.05430401,5308132.80557399,"Terrace",896,"unfenced","natural"
"LD-3-Un",2008,"Herbaceous","Native",324,234,90,1586889.05430401,5308132.80557399,"Terrace",896,"unfenced","natural"
"LD-3-Un",2016,"Woody","Native",5,5,0,1586889.05430401,5308132.80557399,"Terrace",896,"unfenced","natural"
"LD-4-Fe",2016,"Herbaceous","Native",589,387,202,1586914.06220885,5308260.7585151,"Terrace",896,"fenced","natural"
"LD-4-Fe",2016,"Herbaceous","Exotic",389,377,12,1586914.06220885,5308260.7585151,"Terrace",896,"fenced","natural"
"LD-4-Fe",2008,"Herbaceous","Exotic",144,143,1,1586914.06220885,5308260.7585151,"Terrace",896,"fenced","natural"
"LD-4-Fe",2008,"Woody","Native",1,1,0,1586914.06220885,5308260.7585151,"Terrace",896,"fenced","natural"
"LD-4-Fe",2008,"Herbaceous","Native",314,252,62,1586914.06220885,5308260.7585151,"Terrace",896,"fenced","natural"
"LD-4-Fe",2016,"Woody","Native",2,2,0,1586914.06220885,5308260.7585151,"Terrace",896,"fenced","natural"
"LD-4-Un",2016,"Herbaceous","Native",356,249,107,1586996.03026161,5308230.75823965,"Terrace",897,"unfenced","natural"
"LD-4-Un",2008,"Herbaceous","Native",255,200,55,1586996.03026161,5308230.75823965,"Terrace",897,"unfenced","natural"
"LD-4-Un",2008,"Woody","Native",45,39,6,1586996.03026161,5308230.75823965,"Terrace",897,"unfenced","natural"
"LD-4-Un",2008,"Herbaceous","Exotic",103,103,0,1586996.03026161,5308230.75823965,"Terrace",897,"unfenced","natural"
"LD-4-Un",2016,"Herbaceous","Exotic",173,173,0,1586996.03026161,5308230.75823965,"Terrace",897,"unfenced","natural"
"LD-4-Un",2016,"Woody","Native",124,107,17,1586996.03026161,5308230.75823965,"Terrace",897,"unfenced","natural"
"LD-5-Fe",2016,"Woody","Native",42,42,0,1587016.04799368,5308421.69024127,"Terrace",930,"fenced","natural"
"LD-5-Fe",2016,"Herbaceous","Native",83,83,0,1587016.04799368,5308421.69024127,"Terrace",930,"fenced","natural"
"LD-5-Fe",2016,"Herbaceous","Exotic",76,76,0,1587016.04799368,5308421.69024127,"Terrace",930,"fenced","natural"
"LD-5-Fe",2008,"Herbaceous","Exotic",57,57,0,1587016.04799368,5308421.69024127,"Terrace",930,"fenced","natural"
"LD-5-Fe",2008,"Herbaceous","Native",71,71,0,1587016.04799368,5308421.69024127,"Terrace",930,"fenced","natural"
"LD-5-Fe",2008,"Woody","Native",78,78,0,1587016.04799368,5308421.69024127,"Terrace",930,"fenced","natural"
"LD-5-Un",2008,"Woody","Native",70,70,0,1587063.03163743,5308419.68487569,"Terrace",932,"unfenced","natural"
"LD-5-Un",2016,"Herbaceous","Exotic",56,56,0,1587063.03163743,5308419.68487569,"Terrace",932,"unfenced","natural"
"LD-5-Un",2008,"Herbaceous","Native",78,78,0,1587063.03163743,5308419.68487569,"Terrace",932,"unfenced","natural"
"LD-5-Un",2016,"Woody","Native",106,106,0,1587063.03163743,5308419.68487569,"Terrace",932,"unfenced","natural"
"LD-5-Un",2008,"Herbaceous","Exotic",53,53,0,1587063.03163743,5308419.68487569,"Terrace",932,"unfenced","natural"
"LD-5-Un",2016,"Herbaceous","Native",72,72,0,1587063.03163743,5308419.68487569,"Terrace",932,"unfenced","natural"
"LD-6-Fe",2008,"Herbaceous","Native",137,137,0,1587070.05653926,5308631.61135804,"Terrace",967,"fenced","natural"
"LD-6-Fe",2016,"Herbaceous","Native",123,121,2,1587070.05653926,5308631.61135804,"Terrace",967,"fenced","natural"
"LD-6-Fe",2008,"Woody","Native",51,51,0,1587070.05653926,5308631.61135804,"Terrace",967,"fenced","natural"
"LD-6-Fe",2016,"Herbaceous","Exotic",49,49,0,1587070.05653926,5308631.61135804,"Terrace",967,"fenced","natural"
"LD-6-Fe",2016,"Woody","Native",77,77,0,1587070.05653926,5308631.61135804,"Terrace",967,"fenced","natural"
"LD-6-Fe",2008,"Herbaceous","Exotic",44,44,0,1587070.05653926,5308631.61135804,"Terrace",967,"fenced","natural"
"LD-6-Un",2016,"Herbaceous","Native",136,136,0,1587096.04776263,5308632.6076666,"Terrace",966,"unfenced","natural"
"LD-6-Un",2016,"Herbaceous","Exotic",61,61,0,1587096.04776263,5308632.6076666,"Terrace",966,"unfenced","natural"
"LD-6-Un",2016,"Woody","Native",146,144,2,1587096.04776263,5308632.6076666,"Terrace",966,"unfenced","natural"
"LD-6-Un",2008,"Woody","Native",90,88,2,1587096.04776263,5308632.6076666,"Terrace",966,"unfenced","natural"
"LD-6-Un",2008,"Herbaceous","Native",143,143,0,1587096.04776263,5308632.6076666,"Terrace",966,"unfenced","natural"
"LD-6-Un",2008,"Herbaceous","Exotic",36,36,0,1587096.04776263,5308632.6076666,"Terrace",966,"unfenced","natural"
"M1",2007,"Herbaceous","Exotic",84,84,0,1621980.77823713,5328609.0952664,"Terrace",1108,"unfenced","natural"
"M1",2016,"Woody","Native",14,14,0,1621980.77823713,5328609.0952664,"Terrace",1108,"unfenced","natural"
"M1",2007,"Herbaceous","Native",43,43,0,1621980.77823713,5328609.0952664,"Terrace",1108,"unfenced","natural"
"M1",2016,"Herbaceous","Native",88,88,0,1621980.77823713,5328609.0952664,"Terrace",1108,"unfenced","natural"
"M1",2016,"Herbaceous","Exotic",88,88,0,1621980.77823713,5328609.0952664,"Terrace",1108,"unfenced","natural"
"M1",2007,"Woody","Native",9,9,0,1621980.77823713,5328609.0952664,"Terrace",1108,"unfenced","natural"
"M2",2007,"Herbaceous","Native",72,72,0,1622058.77882372,5328803.01886315,"Slope",1067,"unfenced","natural"
"M2",2016,"Woody","Native",158,148,10,1622058.77882372,5328803.01886315,"Slope",1067,"unfenced","natural"
"M2",2016,"Herbaceous","Exotic",61,61,0,1622058.77882372,5328803.01886315,"Slope",1067,"unfenced","natural"
"M2",2007,"Herbaceous","Exotic",43,43,0,1622058.77882372,5328803.01886315,"Slope",1067,"unfenced","natural"
"M2",2016,"Herbaceous","Native",175,148,27,1622058.77882372,5328803.01886315,"Slope",1067,"unfenced","natural"
"M2",2007,"Woody","Native",91,91,0,1622058.77882372,5328803.01886315,"Slope",1067,"unfenced","natural"
"M3",2016,"Herbaceous","Native",101,101,0,1622148.76966706,5328955.95466503,"Terrace",1085,"unfenced","natural"
"M3",2007,"Woody","Native",9,9,0,1622148.76966706,5328955.95466503,"Terrace",1085,"unfenced","natural"
"M3",2007,"Herbaceous","Exotic",78,78,0,1622148.76966706,5328955.95466503,"Terrace",1085,"unfenced","natural"
"M3",2016,"Woody","Native",38,32,6,1622148.76966706,5328955.95466503,"Terrace",1085,"unfenced","natural"
"M3",2007,"Herbaceous","Native",55,55,0,1622148.76966706,5328955.95466503,"Terrace",1085,"unfenced","natural"
"M3",2016,"Woody","Exotic",2,2,0,1622148.76966706,5328955.95466503,"Terrace",1085,"unfenced","natural"
"M3",2016,"Herbaceous","Exotic",69,69,0,1622148.76966706,5328955.95466503,"Terrace",1085,"unfenced","natural"
"M4",2007,"Woody","Native",56,56,0,1622221.77751048,5329189.8654842,"Terrace",1028,"unfenced","natural"
"M4",2007,"Herbaceous","Exotic",47,47,0,1622221.77751048,5329189.8654842,"Terrace",1028,"unfenced","natural"
"M4",2016,"Woody","Native",89,89,0,1622221.77751048,5329189.8654842,"Terrace",1028,"unfenced","natural"
"M4",2016,"Herbaceous","Native",71,71,0,1622221.77751048,5329189.8654842,"Terrace",1028,"unfenced","natural"
"M4",2016,"Herbaceous","Exotic",43,43,0,1622221.77751048,5329189.8654842,"Terrace",1028,"unfenced","natural"
"M4",2007,"Herbaceous","Native",22,22,0,1622221.77751048,5329189.8654842,"Terrace",1028,"unfenced","natural"
"Molesworth1",1989,"Herbaceous","Exotic",65,65,0,1595394.77865205,5335819.21830583,"Terrace",1038,"fenced","natural"
"Molesworth1",2016,"Woody","Native",21,21,0,1595394.77865205,5335819.21830583,"Terrace",1038,"fenced","natural"
"Molesworth1",1995,"Herbaceous","Native",417,398,19,1595394.77865205,5335819.21830583,"Terrace",1038,"fenced","natural"
"Molesworth1",2006,"Herbaceous","Exotic",153,153,0,1595394.77865205,5335819.21830583,"Terrace",1038,"fenced","natural"
